tweet_id,source_row,annotation_category,tweet_text_raw,text_clean,word_count,count,hate_speech,offensive_language,neither,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_score,sentiment
T0214,3950,Offensive language,@KingUlyssesIV @truebake psh if a (sexy) bitch gotta sexy voice she can easily get shit goin,psh if a sexy bitch gotta sexy voice she can easily get shit goin,14,3,1,2,0,0.6898776,0.27277598,0.037346356,-0.65253127,Negative
T0215,3960,Offensive language,@KoolQueef Inch that bitch out and flick it wit my tongue like a damn pinada,inch that bitch out and flick it wit my tongue like a damn pinada,14,3,1,2,0,0.6525834,0.26348034,0.08393623,-0.5686472,Negative
T0216,3972,Neither,@KurtBusiek well pee is oft yellow.,well pee is oft yellow,5,3,0,1,2,0.25469056,0.6979033,0.047406156,-0.2072844,Neutral
T0217,3976,Offensive language,@KxRxSxB haha alright well you gotta get here and see this bitch haha you'll scare the shit outta him I already have,haha alright well you gotta get here and see this bitch haha you ll scare the shit outta him i already have,22,3,0,3,0,0.665003,0.23065953,0.10433739,-0.5606656,Negative
T0218,4000,Offensive language,@LaneBelgarde @A7XDemery you Sick bitch didnt even invite me,you sick bitch didnt even invite me,7,3,0,3,0,0.9160592,0.07809337,0.0058473893,-0.9102118,Negative
T0219,4026,Hate speech,@LexVan13 go back to nigeria faggot,go back to nigeria faggot,5,3,3,0,0,0.88640094,0.101388514,0.012210455,-0.8741905,Negative
T0220,4040,Offensive language,@LilMrsSpiffy they bout to try and hoe you next,they bout to try and hoe you next,8,3,1,2,0,0.7040278,0.28334826,0.012623882,-0.69140387,Negative
T0221,4041,Offensive language,@LilReese300 what are you doing up right now Tavares. Kickin my bitch to curb for being too dramatic again?,what are you doing up right now tavares kickin my bitch to curb for being too dramatic again,18,3,0,3,0,0.8559952,0.13087668,0.013128181,-0.842867,Negative
T0222,4042,Offensive language,"@LilTunechi reason for why he only rap about pussy... "" What am I supposed to talk about?"" smh How bout you make music that ain't NEGATIVE!",reason for why he only rap about pussy what am i supposed to talk about smh how bout you make music that ain t negative,25,3,0,3,0,0.8610248,0.12895879,0.01001646,-0.85100836,Negative
T0223,4094,Offensive language,@Lvl_7_Eevee fake niggah! They fake!,fake niggah they fake,4,3,1,2,0,0.904049,0.08524867,0.010702318,-0.89334667,Negative
T0224,4115,Offensive language,@MSoltan18 @KoredeB9 the witches took them hoe,the witches took them hoe,5,3,0,3,0,0.7416505,0.24215835,0.01619109,-0.72545946,Negative
T0225,4130,Offensive language,@MadeMyselfHER eeeeeeeee you got the hoes,eeeeeeeee you got the hoes,5,3,0,3,0,0.61189324,0.3601138,0.027993001,-0.5839002,Negative
T0226,4146,Offensive language,@Marco_SharkHoes hoe I'm at work til like 8,hoe i m at work til like,7,6,1,5,0,0.5524206,0.42261058,0.024968732,-0.5274519,Negative
T0227,4166,Neither,@Mathanugg You mean the one I colored with crayons isn't copacetic?,you mean the one i colored with crayons isn t copacetic,11,3,0,0,3,0.23913735,0.72186816,0.03899447,-0.20014289,Neutral
T0228,4186,Offensive language,@McwilliamsBrett ayyy tell that bitch in your avi she needs fix a flat for dat flat ass😏,ayyy tell that bitch in your avi she needs fix a flat for dat flat ass,16,3,0,3,0,0.6520989,0.29342324,0.054477885,-0.597621,Negative
T0229,4214,Neither,@Midnight_Snacka @Nick_504_ u look like that fat kid on Charlie walker the that got stuck it the chocolate tube.,u look like that fat kid on charlie walker the that got stuck it the chocolate tube,17,3,0,1,2,0.83968943,0.14829066,0.012019928,-0.8276695,Negative
T0230,4245,Hate speech,@MillerLite I don't follow you because everything about your company is white trash.,i don t follow you because everything about your company is white trash,13,3,2,1,0,0.94022727,0.053570464,0.006202302,-0.934025,Negative
T0231,4247,Hate speech,@Mimistheone stop trolling me u creepy ass cracker!!!,stop trolling me u creepy ass cracker,7,3,2,1,0,0.9505856,0.04445595,0.0049585383,-0.9456271,Negative
T0232,4292,Offensive language,@MotherOfBraylon you already know they go to fed for me ah bitch be ready to walk out the door 😂😂✌️,you already know they go to fed for me ah bitch be ready to walk out the door,18,7,0,7,0,0.1921625,0.5374178,0.27041966,0.07825716,Neutral
T0233,4298,Offensive language,@MrInfernusHD Squad builders gets you bitches,squad builders gets you bitches,5,3,0,3,0,0.7185717,0.25333747,0.028090792,-0.69048095,Negative
T0234,4336,Offensive language,@Mymangot2JOBS_ lmao yes bitch 😂💀💀💀💀💀,lmao yes bitch,3,3,0,3,0,0.81940997,0.14775473,0.0328353,-0.78657466,Negative
T0235,4357,Neither,@NYRKelsMads @davidortiz @BarackObama I likes da Yankees,i likes da yankees,4,3,0,0,3,0.019803012,0.5561265,0.42407054,0.40426752,Neutral
T0236,4368,Offensive language,@NaramY22 nah that shit gets me heated. I have the smartest mouth and know what I'm doing and get called a retard. I'm done playing games,nah that shit gets me heated i have the smartest mouth and know what i m doing and get called a retard i m done playing games,27,3,0,3,0,0.89831257,0.08535724,0.016330197,-0.8819824,Negative
T0237,4404,Offensive language,@Nikki_Boo22 bitch you hella late I went yesterday lol,bitch you hella late i went yesterday lol,8,3,0,3,0,0.7779457,0.20324183,0.018812412,-0.7591333,Negative
T0238,4412,Neither,@NoMeatballs @mtaraban is so excited about his red velvet brownie.,is so excited about his red velvet brownie,8,3,0,0,3,0.0013595695,0.011449788,0.98719066,0.9858311,Positive
T0239,4424,Offensive language,@NotoriousBM95 @MANIAC3X fucking creepy ass nigguh lmao,fucking creepy ass nigguh lmao,5,3,1,2,0,0.94349706,0.050779596,0.005723341,-0.9377737,Negative
T0240,4427,Neither,@Notsosweetpea SOO when we hanging out and makin brownies!!,soo when we hanging out and makin brownies,8,6,0,1,5,0.0038011728,0.26667565,0.72952324,0.7257221,Positive
T0241,4438,Offensive language,@O3_Millz this bitch not tellin me,this bitch not tellin me,5,3,0,3,0,0.7416169,0.2422312,0.016151877,-0.725465,Negative
T0242,4443,Offensive language,@OLE_VertyBstard @thereal_EMandM @Holt3 lay in it brother I'm a honky,lay in it brother i m a honky,8,3,0,3,0,0.07412501,0.7226388,0.2032362,0.1291112,Neutral
T0243,4448,Offensive language,@OMGitsKariC ima call his retarded ass,ima call his retarded ass,5,3,0,3,0,0.88918597,0.09972369,0.011090344,-0.8780956,Negative
T0244,4452,Offensive language,@OVOmar23 thanks for the invite tho bitch,thanks for the invite tho bitch,6,3,0,3,0,0.5358385,0.3036065,0.16055505,-0.37528342,Negative
T0245,4457,Offensive language,"@Of_Angelis yep, which is messier/more dangerous/more environmentally-unfriendly than their retarded new spouts. @innov82bgr8",yep which is messier more dangerous more environmentally unfriendly than their retarded new spouts,14,3,0,2,1,0.9307022,0.062371105,0.0069266916,-0.9237755,Negative
T0246,4463,Offensive language,@OhhhChad here come the desperate hoes 😂,here come the desperate hoes,5,3,0,2,1,0.7700813,0.20888649,0.021032205,-0.74904907,Negative
T0247,4488,Offensive language,@Oskzilla niggah you gay!,niggah you gay,3,3,1,2,0,0.8420247,0.14435416,0.013621112,-0.8284036,Negative
T0248,4492,Offensive language,@OsvaldoVause text me u nigglet,text me u nigglet,4,3,0,2,1,0.40852305,0.54127735,0.050199553,-0.3583235,Neutral
T0249,4553,Hate speech,@Po0pdogg back up faggot,back up faggot,3,3,2,1,0,0.8253264,0.1516002,0.023073401,-0.802253,Negative
T0250,4564,Offensive language,@PrimoMars nicca u read what i typed u aint slo by a long shot dont play dumb now litebrite lol,nicca u read what i typed u aint slo by a long shot dont play dumb now litebrite lol,19,3,0,3,0,0.64124423,0.3300212,0.028734678,-0.61250955,Negative
T0251,4567,Offensive language,@Prince_WilliamB @MixyArts This nothing to do with my shoes you ignorant twat.,this nothing to do with my shoes you ignorant twat,10,3,1,2,0,0.90979064,0.08328765,0.006921764,-0.90286887,Negative
T0252,4577,Offensive language,@ProtectYourNet I know right? But here I am wasting time thinking '1more hr till I start the day...' I'm retarded! 😝,i know right but here i am wasting time thinking more hr till i start the day i m retarded,20,3,0,2,1,0.6047976,0.3009616,0.09424079,-0.5105568,Negative
T0253,4604,Offensive language,@RFam2550 shut up faggot,shut up faggot,3,3,1,2,0,0.8765934,0.105244815,0.01816174,-0.8584317,Negative
T0254,4620,Offensive language,@Rasheed_Sheen man damn dude come get this bitch lml,man damn dude come get this bitch lml,8,9,0,9,0,0.89276326,0.0969751,0.010261637,-0.8825016,Negative
T0255,4642,Offensive language,@Real_Liam_Payne be a pussy http://t.co/ttzsxBtS74,be a pussy,3,6,0,6,0,0.81170684,0.17497094,0.013322232,-0.7983846,Negative
T0256,4664,Offensive language,"@RichHomieLexx_ tryanna explain sumn to des young boys out here now days,they don't know wat a true pimp is I be pimpin des hoes moma Lmfaoo",tryanna explain sumn to des young boys out here now days they don t know wat a true pimp is i be pimpin des hoes moma lmfaoo,27,3,0,3,0,0.36569953,0.5380598,0.09624066,-0.26945886,Neutral
T0257,4686,Hate speech,@RniSwirvinn @LilKev_J no ur wrong stupid nigger,no ur wrong stupid nigger,5,3,2,1,0,0.91139054,0.081028715,0.0075807483,-0.9038098,Negative
T0258,4703,Neither,"@Ronnie2K not just @Pharrell gave 2k a trash non-basketball soundtrack, y'all still have problems with servers 😒",not just gave k a trash non basketball soundtrack y all still have problems with servers,16,3,0,0,3,0.9486541,0.047144853,0.004201016,-0.9444531,Negative
T0259,4708,Hate speech,"@Roscoedash lmao, soft ass nigga trying to act all tough, you a little bitch. Sit down and watch from the sidelines pussy.",lmao soft ass nigga trying to act all tough you a little bitch sit down and watch from the sidelines pussy,21,3,2,1,0,0.9453904,0.047376886,0.0072327117,-0.9381577,Negative
T0260,4712,Neither,@RottenStench Dat was Charlie,dat was charlie,3,3,0,0,3,0.04145152,0.8229502,0.13559826,0.094146736,Neutral
T0261,4738,Neither,@SBPart01 @melodybrooke11 fuzzy dice might be the nicest thing you could put in your car lol 🎲🎲,fuzzy dice might be the nicest thing you could put in your car lol,14,3,0,0,3,0.0070070485,0.02461841,0.9683745,0.9613674,Positive
T0262,4777,Offensive language,@SandraGuzman_ nigger*,nigger,1,3,1,2,0,0.61086285,0.37012553,0.01901164,-0.59185123,Negative
T0263,4813,Neither,@SenMikeLee just pulled out his pocket Constitution! Bring it man! @tedcruz just mocked McCain's wacko-birds comment! HaHaHa!!!!! #standtall,just pulled out his pocket constitution bring it man just mocked mccain s wacko birds comment hahaha standtall,18,3,0,0,3,0.14174902,0.33493295,0.52331805,0.38156903,Positive
T0264,4830,Neither,@Sheen300 Ok. So for what reason did god make parasitic worms whose sole purpose is to burrow into the eye of a small African child?,ok so for what reason did god make parasitic worms whose sole purpose is to burrow into the eye of a small african child,24,3,0,0,3,0.75919235,0.23234123,0.008466326,-0.75072604,Negative
T0265,4836,Hate speech,@Shmalec13 ya fag,ya fag,2,3,2,1,0,0.80149853,0.180018,0.018483497,-0.783015,Negative
T0266,4871,Offensive language,"@SoopDevilles You DID. You crushed his ""I got me an EXOTIC bitch!"" dreams.",you did you crushed his i got me an exotic bitch dreams,12,3,0,3,0,0.41930386,0.24444546,0.3362507,-0.08305317,Negative
T0267,4887,Offensive language,@Staydelusional I texted u fag,i texted u fag,4,3,1,2,0,0.57325673,0.40359092,0.023152368,-0.5501044,Negative
T0268,4909,Offensive language,@SteveStockmanTX you teabagger dunces want to eliminate education all together so you can groom more teabag voters. Lol.#thedumbestteabagger,you teabagger dunces want to eliminate education all together so you can groom more teabag voters lol thedumbestteabagger,18,3,0,2,1,0.8648036,0.11850443,0.016691964,-0.8481116,Negative
T0269,4914,Offensive language,@SteveWorks4You @tedcruz ted cruz..leader..lol lol lol lol lol OMG lol lol lol lol lol you are a funny ass redneck...lol lol lol lol #lol,ted cruz leader lol lol lol lol lol omg lol lol lol lol lol you are a funny ass redneck lol lol lol lol lol,25,3,0,3,0,0.4988315,0.30978313,0.19138534,-0.30744618,Negative
T0270,4919,Neither,@SteveWorks4You pay your taxes teabaggers,pay your taxes teabaggers,4,3,0,1,2,0.5459293,0.4217151,0.032355584,-0.5135737,Negative
T0271,4931,Neither,"@Strangleme Your mother looks like a tough-as-nails bird...I see where you got 1/2 of that from. Nice food, too!",your mother looks like a tough as nails bird i see where you got of that from nice food too,20,3,1,0,2,0.020062119,0.0670617,0.9128762,0.89281404,Positive
T0272,4940,Neither,@SugarShai2 youtube bear vs monkey bike race!,youtube bear vs monkey bike race,6,3,0,0,3,0.009203548,0.7565079,0.2342886,0.22508505,Neutral
T0273,5014,Neither,@TerryTGood @1DancingCrane The Moors used to give kids free lunch in the Bronx when I was a kid. Glad to see they are still doing good.,the moors used to give kids free lunch in the bronx when i was a kid glad to see they are still doing good,24,3,0,0,3,0.0063463803,0.043848395,0.94980526,0.94345886,Positive
T0274,5046,Offensive language,@ThatSlutAdrian bring bitches,bring bitches,2,3,0,3,0,0.6358724,0.3266775,0.037450083,-0.59842235,Negative
T0275,5069,Offensive language,@TheIslamHeretic @WarMachine_83 @BasimaFaysal @MariamVeiszadeh cause it would their tip hand instead they whine like little bitches=>,cause it would their tip hand instead they whine like little bitches,12,3,0,3,0,0.76388294,0.21309407,0.023023052,-0.74085987,Negative
T0276,5073,Offensive language,@TheJoelBerggren have you looked yourself? This is funny. This is like Obama saying he is good for the economy. Hipster faggot. Funny though,have you looked yourself this is funny this is like obama saying he is good for the economy hipster faggot funny though,22,3,1,2,0,0.5497183,0.28894,0.16134165,-0.38837665,Negative
T0277,5079,Neither,@TheLittleFella_ do yourself a favor and ball that up and throw in the trash.,do yourself a favor and ball that up and throw in the trash,13,3,0,0,3,0.88741153,0.106594846,0.0059936247,-0.88141793,Negative
T0278,5084,Offensive language,"@TheMayorMatt pitch, chip and slide ur dick in tight clam #22 love it #mywife",pitch chip and slide ur dick in tight clam love it mywife,12,3,0,3,0,0.0077098855,0.044599827,0.9476903,0.93998045,Positive
T0279,5102,Hate speech,@TheRealCVL and @CoryHolmes24 are faggots. Kbye.,and are faggots kbye,4,3,2,1,0,0.94124967,0.052029245,0.0067211324,-0.9345285,Negative
T0280,5120,Neither,@TheSeanyV would help for some others can't handle uppers and cripples them plus if moderation isn't taken into consideration it'll be bad,would help for some others can t handle uppers and cripples them plus if moderation isn t taken into consideration it ll be bad,24,3,0,0,3,0.838941,0.14846559,0.0125934305,-0.82634753,Negative
T0281,5139,Neither,@Things4FLppl Yankees like Florida State; not Floridians.,yankees like florida state not floridians,6,3,0,0,3,0.19975458,0.7511029,0.049142543,-0.15061204,Neutral
T0282,5145,Offensive language,@ThugMon3yy @ChandailBailey @SteeZeyFLOW @HunturPls it does. you and all your hipster friends are ugly as fuck... and yo pussies all stank,it does you and all your hipster friends are ugly as fuck and yo pussies all stank,17,3,0,3,0,0.95442593,0.039008863,0.0065652053,-0.9478607,Negative
T0283,5157,Neither,@Titan4Ever2488 some Mets fan tried telling me Rivera isn't of the best Yankees of all time because he is just a closer. WTF,some mets fan tried telling me rivera isn t of the best yankees of all time because he is just a closer wtf,23,3,0,0,3,0.7232068,0.2518814,0.024911806,-0.698295,Negative
T0284,5160,Neither,@ToWherever yay im a whitey :3,yay im a whitey,4,3,0,1,2,0.002459966,0.030712042,0.96682805,0.9643681,Positive
T0285,5167,Neither,"@Tom_Morehart @cjc_is_alive @JoshuaTyl0r 9 of 15 BCS titles, $314 mil in revenue. It's great being in a redneck conference. And not in Ohio.",of bcs titles mil in revenue it s great being in a redneck conference and not in ohio,18,3,0,1,2,0.07152656,0.23877545,0.68969804,0.61817145,Positive
T0286,5174,Offensive language,@TooEffinCool lol I feel like a punk bitch sittin in here with all the lights on! 😂,lol i feel like a punk bitch sittin in here with all the lights on,15,3,0,3,0,0.5544076,0.29299057,0.1526019,-0.4018057,Negative
T0287,5179,Offensive language,@TreThreat @HotDoc87 @duckydynamo yeah the internet def taught me a bitch can't twerk if she talkin bout voting.,yeah the internet def taught me a bitch can t twerk if she talkin bout voting,16,3,0,3,0,0.70847917,0.27695644,0.014564394,-0.6939148,Negative
T0288,5209,Offensive language,@TweetsAndFreaks I told u ugly niggas get bitches young I promise u!! Work ya magic lol,i told u ugly niggas get bitches young i promise u work ya magic lol,15,4,1,3,0,0.24041004,0.4197419,0.3398481,0.09943806,Neutral
T0289,5222,Hate speech,@UberFacts studies show that you're a faggot,studies show that you re a faggot,7,3,2,1,0,0.915133,0.077924274,0.006942717,-0.9081903,Negative
T0290,5235,Offensive language,@VZWSupport Your update for my s3 pretty much broke 4G and made it absolutely annoying and retarded.,your update for my s pretty much broke g and made it absolutely annoying and retarded,16,3,0,2,1,0.9564105,0.03837718,0.005212254,-0.9511983,Negative
T0291,5244,Offensive language,@VictorRico3 No I don't fuck with those hoes ask Paco he does,no i don t fuck with those hoes ask paco he does,12,3,0,2,1,0.8301108,0.15570293,0.014186306,-0.81592447,Negative
T0292,5250,Hate speech,@VinniePolitan kill the coons!!!!!!,kill the coons,3,3,2,0,1,0.7485608,0.2058795,0.04555979,-0.703001,Negative
T0293,5262,Neither,@WHSVGrantCruise birds of a feather. You stand with PETA. I stand with sanity.,birds of a feather you stand with peta i stand with sanity,12,3,0,1,2,0.2949879,0.583587,0.121425174,-0.1735627,Neutral
T0294,5266,Hate speech,@WaTch_Scenario Yeah so you better play with me ya nigger,yeah so you better play with me ya nigger,9,3,2,1,0,0.6077587,0.28965828,0.10258309,-0.5051756,Negative
T0295,5299,Neither,@WilliamFBrasky @TheRandomBoner i feel the warm fuzzies.,i feel the warm fuzzies,5,3,0,1,2,0.0054564476,0.066215605,0.9283279,0.9228715,Positive
T0296,5333,Offensive language,@WyattNuckels sun follow me you 4' bitch you can't do shit so stfu faggot,sun follow me you bitch you can t do shit so stfu faggot,13,3,0,3,0,0.92275256,0.067541055,0.00970636,-0.9130462,Negative
T0297,5349,Offensive language,"@YaBoyBoone ima miss smiley and graham and daniel tho, they were pretty cool to me when i was there, ima beat andrews bitch ass every day",ima miss smiley and graham and daniel tho they were pretty cool to me when i was there ima beat andrews bitch ass every day,25,3,0,3,0,0.7250459,0.18117358,0.0937805,-0.6312654,Negative
T0298,5381,Offensive language,@YoungRecklesss_ nahh bitch yu always playn yu almost got her feelings hurt,nahh bitch yu always playn yu almost got her feelings hurt,11,3,0,3,0,0.9050853,0.088326536,0.0065881624,-0.89849716,Negative
T0299,5405,Offensive language,@Z_MEGA fasho fasho .. Hurry ya ass up nicca,fasho fasho hurry ya ass up nicca,7,3,0,2,1,0.1104434,0.45799693,0.43155962,0.3211162,Neutral
T0300,5472,Offensive language,@_KaeeJones I gotta find them I know Cali got them hoes,i gotta find them i know cali got them hoes,10,3,0,3,0,0.4280469,0.499494,0.07245909,-0.35558784,Neutral
T0301,5476,Offensive language,@_Leeyoo @GoldFlacko niggah I'm not yo lil bro the fuck,niggah i m not yo lil bro the fuck,9,3,1,2,0,0.82415736,0.16577019,0.01007254,-0.8140848,Negative
T0302,5482,Offensive language,@_LrAnderson that hoe over that,that hoe over that,4,3,0,3,0,0.8501575,0.13628742,0.013554974,-0.8366025,Negative
T0303,5510,Offensive language,@_StarrHall_ @Rene_gadeCowboy I am absolutely speechless.That bitch is CRAZY.,i am absolutely speechless that bitch is crazy,8,3,0,3,0,0.93099755,0.05384715,0.0151553685,-0.9158422,Negative
T0304,5515,Hate speech,@_TriggaPlease_ @kanyewest he's a faggot,he s a faggot,4,3,2,1,0,0.90959454,0.08195531,0.008450197,-0.9011443,Negative
T0305,5539,Offensive language,@___kd_ i need 2 of the bitches,i need of the bitches,5,3,0,3,0,0.35587883,0.5879293,0.0561919,-0.29968694,Neutral
T0306,5546,Offensive language,@_asheyk pussy,pussy,1,3,0,3,0,0.29418114,0.59195536,0.11386351,-0.18031763,Neutral
T0307,5561,Neither,@_icantmiss Boys still got birds in the cage? Lol,boys still got birds in the cage lol,8,3,0,0,3,0.11802678,0.82138085,0.060592473,-0.057434306,Neutral
T0308,5570,Offensive language,"@_lostb0y do you, bitch boy?",do you bitch boy,4,3,1,2,0,0.88223,0.10941345,0.0083566215,-0.87387335,Negative
T0309,5582,Neither,@_shegotthis yellow rice black beans and pork chop sis,yellow rice black beans and pork chop sis,8,3,0,0,3,0.036153257,0.8828757,0.08097102,0.04481776,Neutral
T0310,5675,Offensive language,"@amyklobuchar he was 17 not 16 & he tried to beat up a much weaker ""creepy ass cracker"" that is why he is dead. If Zimmerman was a woman...",he was not he tried to beat up a much weaker creepy ass cracker that is why he is dead if zimmerman was a woman,25,3,1,2,0,0.9078894,0.086837955,0.005272632,-0.9026168,Negative
T0311,5684,Offensive language,@anggxo get off my twitter fag,get off my twitter fag,5,3,1,2,0,0.8700572,0.11974276,0.010200005,-0.8598572,Negative
T0312,5753,Offensive language,@bbluedreamm bitch don't reply😌,bitch don t reply,4,3,0,3,0,0.8029015,0.18293132,0.014167201,-0.7887343,Negative
T0313,5767,Offensive language,@big_business_ lmao dog just type them out and let them faggots try to decipher it.,lmao dog just type them out and let them faggots try to decipher it,14,3,1,2,0,0.81848645,0.16763176,0.013881782,-0.80460465,Negative
T0314,5787,Neither,@blackrepublican how long after the name change will al memorabilia w/redskins name be deemed racist and therby illegal?,how long after the name change will al memorabilia w redskins name be deemed racist and therby illegal,18,3,0,0,3,0.6572288,0.3368263,0.005944848,-0.651284,Negative
T0315,5804,Offensive language,@bossliyah_ DM me your number hoe,dm me your number hoe,5,3,0,3,0,0.62445956,0.34388673,0.03165372,-0.59280586,Negative
T0316,5811,Offensive language,@brandon_even Them aint the bitches im talkin bout  aint no jungle fever over there LOL,them aint the bitches im talkin bout aint no jungle fever over there lol,14,3,0,3,0,0.56611323,0.37994865,0.053938136,-0.5121751,Negative
T0317,5825,Neither,@brittbritt_naay 😂 I'm a wexican,i m a wexican,4,3,0,0,3,0.035916194,0.7871255,0.17695817,0.14104198,Neutral
T0318,5869,Offensive language,@ccass357 @Liveitupjersey real Serious in CT! Bunch of whiney cunts!,real serious in ct bunch of whiney cunts,8,6,0,6,0,0.94306475,0.047979932,0.008955347,-0.9341094,Negative
T0319,5895,Neither,"@chris2x @NevadaPR Camels, ostriches and zebras! See you at the races! #VCCamelRaces",camels ostriches and zebras see you at the races vccamelraces,10,3,0,0,3,0.002684235,0.20776996,0.7895458,0.78686154,Positive
T0320,5897,Neither,@chrisbickert i want it! I love her gooks! she is awesome where did you get it?,i want it i love her gooks she is awesome where did you get it,15,3,0,0,3,0.0034675125,0.007971457,0.9885611,0.9850936,Positive
T0321,5910,Neither,@cleggzta Ho ho ho.,ho ho ho,3,3,1,0,2,0.04731415,0.8196147,0.13307117,0.08575702,Neutral
T0322,5967,Neither,@danifreshh some weird local ghetto school haha,some weird local ghetto school haha,6,3,0,1,2,0.8008313,0.18706241,0.012106326,-0.788725,Negative
T0323,5973,Hate speech,@dantoomey2 fuck you faggot,fuck you faggot,3,3,2,1,0,0.9051537,0.07968889,0.015157458,-0.88999623,Negative
T0324,5976,Offensive language,@dappermuke I stick up for my fam. don't disrespect the pouch my nigguh. and awe ily2 http://t.co/tuQ0uAd8bK,i stick up for my fam don t disrespect the pouch my nigguh and awe ily,16,3,0,3,0,0.059301887,0.25247446,0.68822366,0.62892175,Positive
T0325,6006,Hate speech,@denytheprophecy thanks for ignoring my texts fag,thanks for ignoring my texts fag,6,3,3,0,0,0.87032443,0.11840732,0.011268281,-0.8590562,Negative
T0326,6014,Offensive language,@dexfrost23 you can be a bad bitch too dex its okay,you can be a bad bitch too dex its okay,10,3,0,3,0,0.3202723,0.5368741,0.1428535,-0.1774188,Neutral
T0327,6027,Offensive language,@djceeloss awwww don't be a pussy ill show u was good with that turbo lol,awwww don t be a pussy ill show u was good with that turbo lol,15,3,0,3,0,0.11765915,0.28271535,0.59962547,0.48196632,Positive
T0328,6065,Neither,"@eHarmoniee first second an third mistake...😂😂 i been hearing it wus trash tho...kinda wan give it a listen, kinda dont",first second an third mistake i been hearing it wus trash tho kinda wan give it a listen kinda dont,20,3,0,0,3,0.8683475,0.12348793,0.008164576,-0.86018294,Negative
T0329,6119,Offensive language,@etellurian @vcortesusmc too many little whiney bitches in AMERICA. Someone to CRY about ANYTHING! IE: Kids MUST WEAR Bicycle Helmets!,too many little whiney bitches in america someone to cry about anything ie kids must wear bicycle helmets,18,3,1,2,0,0.9282637,0.059782274,0.011954032,-0.9163097,Negative
T0330,6123,Offensive language,@fabbymichelle bitch no ✋😂,bitch no,2,3,0,3,0,0.7357818,0.24358869,0.020629548,-0.71515226,Negative
T0331,6135,Hate speech,@femalejokerhoee yeah he sucks just like the other fags who are... oh nevermind there are NO fags in the #NFL,yeah he sucks just like the other fags who are oh nevermind there are no fags in the nfl,19,3,2,1,0,0.93505096,0.05781603,0.007133023,-0.92791796,Negative
T0332,6179,Offensive language,@gellebeaux_ thats thot pussy? 😂,thats thot pussy,3,3,0,3,0,0.6588738,0.3164007,0.024725528,-0.63414824,Negative
T0333,6224,Offensive language,@grrizzIy pudding it right in her pussy,pudding it right in her pussy,6,6,0,6,0,0.23409669,0.6536174,0.112285964,-0.12181073,Neutral
T0334,6271,Offensive language,@hidalgoparadise lol its #hoe bitch ass,lol its hoe bitch ass,5,3,0,3,0,0.9127393,0.0740802,0.013180548,-0.8995587,Negative
T0335,6272,Offensive language,"@hiyathanda_alps ""that hoe over there""",that hoe over there,4,4,0,3,1,0.6489268,0.33190528,0.019167984,-0.62975883,Negative
T0336,6277,Hate speech,@holyh00ker he looks like a pretty dyke💁✨,he looks like a pretty dyke,6,3,2,1,0,0.0041054334,0.022479631,0.97341496,0.9693095,Positive
T0337,6279,Hate speech,@hunterbuch66 @kieffer_jason @sbsylvester all u can pull is the fucking retard,all u can pull is the fucking retard,8,3,2,1,0,0.9520308,0.043061715,0.004907411,-0.94712335,Negative
T0338,6283,Neither,@hxhsharingan666 did you make an animal cracker taco,did you make an animal cracker taco,7,4,0,1,3,0.04800167,0.9080637,0.04393461,-0.0040670596,Neutral
T0339,6298,Offensive language,@iGivePussyCPR monkey & his cigarette. He's dead serious 😂,monkey his cigarette he s dead serious,7,6,0,4,2,0.2984409,0.4925367,0.20902243,-0.08941847,Neutral
T0340,6309,Offensive language,@iNURSELISA @MailOnline See dis what happens when a colored man move into @Rotten_Soil 's neighborhood. He ain't been sick fo 10 days,see dis what happens when a colored man move into s neighborhood he ain t been sick fo days,19,3,1,2,0,0.31870124,0.6154997,0.06579912,-0.25290212,Neutral
T0341,6342,Neither,@imgooby you're not funny trash,you re not funny trash,5,3,1,0,2,0.91967726,0.072333604,0.007989139,-0.9116881,Negative
T0342,6361,Offensive language,@italian_montana OUUUUUFFFFF you will see pussy,ouuuuufffff you will see pussy,5,3,0,3,0,0.3509727,0.5021655,0.14686185,-0.20411086,Neutral
T0343,6369,Offensive language,@ittybittyber playas fuck up too lmao but that's like on trash FORREAL you a crazy one I see 👀👀😵,playas fuck up too lmao but that s like on trash forreal you a crazy one i see,18,3,0,3,0,0.865422,0.1156981,0.018879967,-0.84654206,Negative
T0344,6378,Offensive language,@j_schlauds do it you pussy,do it you pussy,4,3,0,3,0,0.81629163,0.16216573,0.021542577,-0.7947491,Negative
T0345,6400,Offensive language,@jaspen7 I'm dumb then a hoe haha I already lost that thing ya gave me today 😭,i m dumb then a hoe haha i already lost that thing ya gave me today,16,3,0,3,0,0.87855744,0.09925001,0.022192564,-0.8563649,Negative
T0346,6405,Offensive language,"@jayboogie_16 yeah, SOME NIGGAS are straight bitches.",yeah some niggas are straight bitches,6,3,1,2,0,0.9073287,0.08365604,0.009015144,-0.8983136,Negative
T0347,6407,Hate speech,@jayswaggkillah Is a fag,is a fag,3,3,2,1,0,0.85790384,0.13020281,0.011893272,-0.84601057,Negative
T0348,6423,Offensive language,@jennahnorberg I'm always a call away if ya need me nigs,i m always a call away if ya need me nigs,11,3,0,3,0,0.0107638445,0.33880457,0.6504316,0.63966775,Positive
