tweet_id,source_row,count,hate_speech,offensive_language,neither,class,tweet_text
T0220,4040,3,1,2,0,1,@LilMrsSpiffy they bout to try and hoe you next
T0221,4041,3,0,3,0,1,@LilReese300 what are you doing up right now Tavares. Kickin my bitch to curb for being too dramatic again?
T0222,4042,3,0,3,0,1,"@LilTunechi reason for why he only rap about pussy... "" What am I supposed to talk about?"" smh 
How bout you make music that ain't NEGATIVE!"
T0223,4094,3,1,2,0,1,@Lvl_7_Eevee fake niggah! They fake!
T0224,4115,3,0,3,0,1,@MSoltan18 @KoredeB9 the witches took them hoe
T0225,4130,3,0,3,0,1,@MadeMyselfHER eeeeeeeee you got the hoes
T0226,4146,6,1,5,0,1,@Marco_SharkHoes hoe I'm at work til like 8
T0227,4166,3,0,0,3,2,@Mathanugg You mean the one I colored with crayons isn't copacetic?
T0228,4186,3,0,3,0,1,@McwilliamsBrett ayyy tell that bitch in your avi she needs fix a flat for dat flat ass&#128527;
T0229,4214,3,0,1,2,2,@Midnight_Snacka @Nick_504_ u look like that fat kid on Charlie walker the that got stuck it the chocolate tube.
T0230,4245,3,2,1,0,0,@MillerLite I don't follow you because everything about your company is white trash.
T0231,4247,3,2,1,0,0,@Mimistheone stop trolling me u creepy ass cracker!!!
T0232,4292,7,0,7,0,1,@MotherOfBraylon you already know they go to fed for me ah bitch be ready to walk out the door &#128514;&#128514;&#9996;&#65039;
T0233,4298,3,0,3,0,1,@MrInfernusHD Squad builders gets you bitches
T0234,4336,3,0,3,0,1,@Mymangot2JOBS_ lmao yes bitch &#128514;&#128128;&#128128;&#128128;&#128128;&#128128;
T0235,4357,3,0,0,3,2,"@NYRKelsMads @davidortiz @BarackObama 
I likes da Yankees"
T0236,4368,3,0,3,0,1,@NaramY22 nah that shit gets me heated. I have the smartest mouth and know what I'm doing and get called a retard. I'm done playing games
T0237,4404,3,0,3,0,1,@Nikki_Boo22 bitch you hella late I went yesterday lol
T0238,4412,3,0,0,3,2,@NoMeatballs @mtaraban is so excited about his red velvet brownie.
T0239,4424,3,1,2,0,1,@NotoriousBM95 @MANIAC3X fucking creepy ass nigguh lmao
T0240,4427,6,0,1,5,2,@Notsosweetpea SOO when we hanging out and makin brownies!!
T0241,4438,3,0,3,0,1,@O3_Millz this bitch not tellin me
T0242,4443,3,0,3,0,1,@OLE_VertyBstard @thereal_EMandM @Holt3 lay in it brother I'm a honky
T0243,4448,3,0,3,0,1,@OMGitsKariC ima call his retarded ass
T0244,4452,3,0,3,0,1,@OVOmar23 thanks for the invite tho bitch
T0245,4457,3,0,2,1,1,"@Of_Angelis yep, which is messier/more dangerous/more environmentally-unfriendly than their retarded new spouts. @innov82bgr8"
T0246,4463,3,0,2,1,1,@OhhhChad here come the desperate hoes &#128514;
T0247,4488,3,1,2,0,1,@Oskzilla niggah you gay!
T0248,4492,3,0,2,1,1,@OsvaldoVause text me u nigglet
T0249,4553,3,2,1,0,0,@Po0pdogg back up faggot
T0250,4564,3,0,3,0,1,@PrimoMars nicca u read what i typed u aint slo by a long shot dont play dumb now litebrite lol
T0251,4567,3,1,2,0,1,@Prince_WilliamB @MixyArts This nothing to do with my shoes you ignorant twat.
T0252,4577,3,0,2,1,1,"@ProtectYourNet I know right? But here I am wasting time thinking '1more hr till I start the day...' 
I'm retarded! &#128541;"
T0253,4604,3,1,2,0,1,@RFam2550 shut up faggot
T0254,4620,9,0,9,0,1,@Rasheed_Sheen man damn dude come get this bitch lml
T0255,4642,6,0,6,0,1,@Real_Liam_Payne be a pussy http://t.co/ttzsxBtS74
T0256,4664,3,0,3,0,1,"@RichHomieLexx_ tryanna explain sumn to des young boys out here now days,they don't know wat a true pimp is I be pimpin des hoes moma Lmfaoo"
T0257,4686,3,2,1,0,0,@RniSwirvinn @LilKev_J no ur wrong stupid nigger
T0258,4703,3,0,0,3,2,"@Ronnie2K not just @Pharrell gave 2k a trash non-basketball soundtrack, y'all still have problems with servers &#128530;"
T0259,4708,3,2,1,0,0,"@Roscoedash lmao, soft ass nigga trying to act all tough, you a little bitch. Sit down and watch from the sidelines pussy."
T0260,4712,3,0,0,3,2,"@RottenStench
Dat was Charlie"
T0261,4738,3,0,0,3,2,@SBPart01 @melodybrooke11 fuzzy dice might be the nicest thing you could put in your car lol &#127922;&#127922;
T0262,4777,3,1,2,0,1,@SandraGuzman_ nigger*
T0263,4813,3,0,0,3,2,@SenMikeLee just pulled out his pocket Constitution! Bring it man! @tedcruz just mocked McCain's wacko-birds comment! HaHaHa!!!!! #standtall
T0264,4830,3,0,0,3,2,@Sheen300 Ok. So for what reason did god make parasitic worms whose sole purpose is to burrow into the eye of a small African child?
T0265,4836,3,2,1,0,0,@Shmalec13 ya fag
T0266,4871,3,0,3,0,1,"@SoopDevilles You DID. You crushed his ""I got me an EXOTIC bitch!"" dreams."
T0267,4887,3,1,2,0,1,@Staydelusional I texted u fag
T0268,4909,3,0,2,1,1,@SteveStockmanTX you teabagger dunces want to eliminate education all together so you can groom more teabag voters. Lol.#thedumbestteabagger
T0269,4914,3,0,3,0,1,@SteveWorks4You @tedcruz ted cruz..leader..lol lol lol lol lol OMG lol lol lol lol lol you are a funny ass redneck...lol lol lol lol #lol
T0270,4919,3,0,1,2,2,@SteveWorks4You pay your taxes teabaggers
T0271,4931,3,1,0,2,2,"@Strangleme Your mother looks like a tough-as-nails bird...I see where you got 1/2 of that from. Nice food, too!"
T0272,4940,3,0,0,3,2,@SugarShai2 youtube bear vs monkey bike race!
T0273,5014,3,0,0,3,2,@TerryTGood @1DancingCrane The Moors used to give kids free lunch in the Bronx when I was a kid. Glad to see they are still doing good.
T0274,5046,3,0,3,0,1,@ThatSlutAdrian bring bitches
T0275,5069,3,0,3,0,1,@TheIslamHeretic @WarMachine_83 @BasimaFaysal @MariamVeiszadeh cause it would their tip hand instead they whine like little bitches=&gt;
T0276,5073,3,1,2,0,1,@TheJoelBerggren have you looked yourself? This is funny. This is like Obama saying he is good for the economy. Hipster faggot. Funny though
T0277,5079,3,0,0,3,2,@TheLittleFella_ do yourself a favor and ball that up and throw in the trash.
T0278,5084,3,0,3,0,1,"@TheMayorMatt pitch, chip and slide ur dick in tight clam #22 love it #mywife"
T0279,5102,3,2,1,0,0,@TheRealCVL and @CoryHolmes24 are faggots. Kbye.
T0280,5120,3,0,0,3,2,@TheSeanyV would help for some others can't handle uppers and cripples them plus if moderation isn't taken into consideration it'll be bad
T0281,5139,3,0,0,3,2,@Things4FLppl Yankees like Florida State; not Floridians.
T0282,5145,3,0,3,0,1,@ThugMon3yy @ChandailBailey @SteeZeyFLOW @HunturPls it does. you and all your hipster friends are ugly as fuck... and yo pussies all stank
T0283,5157,3,0,0,3,2,@Titan4Ever2488 some Mets fan tried telling me Rivera isn't of the best Yankees of all time because he is just a closer. WTF
T0284,5160,3,0,1,2,2,@ToWherever yay im a whitey :3
T0285,5167,3,0,1,2,2,"@Tom_Morehart @cjc_is_alive @JoshuaTyl0r 9 of 15 BCS titles, $314 mil in revenue. It's great being in a redneck conference. And not in Ohio."
T0286,5174,3,0,3,0,1,@TooEffinCool lol I feel like a punk bitch sittin in here with all the lights on! &#128514;
T0287,5179,3,0,3,0,1,@TreThreat @HotDoc87 @duckydynamo yeah the internet def taught me a bitch can't twerk if she talkin bout voting.
T0288,5209,4,1,3,0,1,@TweetsAndFreaks I told u ugly niggas get bitches young I promise u!! Work ya magic lol
T0289,5222,3,2,1,0,0,@UberFacts studies show that you're a faggot
T0290,5235,3,0,2,1,1,@VZWSupport Your update for my s3 pretty much broke 4G and made it absolutely annoying and retarded.
T0291,5244,3,0,2,1,1,@VictorRico3 No I don't fuck with those hoes ask Paco he does
T0292,5250,3,2,0,1,0,@VinniePolitan kill the coons!!!!!!
T0293,5262,3,0,1,2,2,@WHSVGrantCruise birds of a feather. You stand with PETA. I stand with sanity.
T0294,5266,3,2,1,0,0,@WaTch_Scenario Yeah so you better play with me ya nigger
T0295,5299,3,0,1,2,2,@WilliamFBrasky @TheRandomBoner i feel the warm fuzzies.
T0296,5333,3,0,3,0,1,@WyattNuckels sun follow me you 4' bitch you can't do shit so stfu faggot
T0297,5349,3,0,3,0,1,"@YaBoyBoone ima miss smiley and graham and daniel tho, they were pretty cool to me when i was there, ima beat andrews bitch ass every day"
T0298,5381,3,0,3,0,1,@YoungRecklesss_ nahh bitch yu always playn yu almost got her feelings hurt
T0299,5405,3,0,2,1,1,@Z_MEGA fasho fasho .. Hurry ya ass up nicca
T0300,5472,3,0,3,0,1,@_KaeeJones I gotta find them I know Cali got them hoes
T0301,5476,3,1,2,0,1,@_Leeyoo @GoldFlacko niggah I'm not yo lil bro the fuck
T0302,5482,3,0,3,0,1,@_LrAnderson that hoe over that
T0303,5510,3,0,3,0,1,@_StarrHall_ @Rene_gadeCowboy I am absolutely speechless.That bitch is CRAZY.
T0304,5515,3,2,1,0,0,@_TriggaPlease_ @kanyewest he's a faggot
T0305,5539,3,0,3,0,1,@___kd_ i need 2 of the bitches
T0306,5546,3,0,3,0,1,@_asheyk pussy
T0307,5561,3,0,0,3,2,@_icantmiss Boys still got birds in the cage? Lol
T0308,5570,3,1,2,0,1,"@_lostb0y do you, bitch boy?"
T0309,5582,3,0,0,3,2,@_shegotthis yellow rice black beans and pork chop sis
T0310,5675,3,1,2,0,1,"@amyklobuchar he was 17 not 16 &amp; he tried to beat up a much weaker ""creepy ass cracker"" that is why he is dead. If Zimmerman was a woman..."
T0311,5684,3,1,2,0,1,@anggxo get off my twitter fag
T0312,5753,3,0,3,0,1,@bbluedreamm bitch don't reply&#128524;
T0313,5767,3,1,2,0,1,@big_business_ lmao dog just type them out and let them faggots try to decipher it.
T0314,5787,3,0,0,3,2,@blackrepublican how long after the name change will al memorabilia w/redskins name be deemed racist and therby illegal?
T0315,5804,3,0,3,0,1,@bossliyah_ DM me your number hoe
T0316,5811,3,0,3,0,1,@brandon_even Them aint the bitches im talkin bout &#58386;&#58386;&#58386; aint no jungle fever over there LOL
T0317,5825,3,0,0,3,2,@brittbritt_naay &#128514; I'm a wexican
T0318,5869,6,0,6,0,1,@ccass357 @Liveitupjersey real Serious in CT! Bunch of whiney cunts!
T0319,5895,3,0,0,3,2,"@chris2x @NevadaPR Camels, ostriches and zebras! See you at the races! #VCCamelRaces"
T0320,5897,3,0,0,3,2,@chrisbickert i want it! I love her gooks! she is awesome where did you get it?
T0321,5910,3,1,0,2,2,@cleggzta Ho ho ho.
T0322,5967,3,0,1,2,2,@danifreshh some weird local ghetto school haha
T0323,5973,3,2,1,0,0,@dantoomey2 fuck you faggot
T0324,5976,3,0,3,0,1,@dappermuke I stick up for my fam. don't disrespect the pouch my nigguh. and awe ily2 http://t.co/tuQ0uAd8bK
T0325,6006,3,3,0,0,0,@denytheprophecy thanks for ignoring my texts fag
T0326,6014,3,0,3,0,1,@dexfrost23 you can be a bad bitch too dex its okay
T0327,6027,3,0,3,0,1,@djceeloss awwww don't be a pussy ill show u was good with that turbo lol
T0328,6065,3,0,0,3,2,"@eHarmoniee first second an third mistake...&#128514;&#128514; i been hearing it wus trash tho...kinda wan give it a listen, kinda dont"
T0329,6119,3,1,2,0,1,"@etellurian @vcortesusmc too many little whiney bitches in AMERICA. 
Someone to CRY about ANYTHING! 
IE: Kids MUST WEAR Bicycle Helmets!"
T0330,6123,3,0,3,0,1,@fabbymichelle bitch no &#9995;&#128514;
T0331,6135,3,2,1,0,0,@femalejokerhoee yeah he sucks just like the other fags who are... oh nevermind there are NO fags in the #NFL
T0332,6179,3,0,3,0,1,@gellebeaux_ thats thot pussy? &#128514;
T0333,6224,6,0,6,0,1,@grrizzIy pudding it right in her pussy
T0334,6271,3,0,3,0,1,@hidalgoparadise lol its #hoe bitch ass
T0335,6272,4,0,3,1,1,"@hiyathanda_alps ""that hoe over there"""
T0336,6277,3,2,1,0,0,@holyh00ker he looks like a pretty dyke&#128129;&#10024;
T0337,6279,3,2,1,0,0,@hunterbuch66 @kieffer_jason @sbsylvester all u can pull is the fucking retard
T0338,6283,4,0,1,3,2,@hxhsharingan666 did you make an animal cracker taco
T0339,6298,6,0,4,2,1,@iGivePussyCPR monkey &amp; his cigarette. He's dead serious &#128514;
T0340,6309,3,1,2,0,1,"@iNURSELISA @MailOnline 
See dis what happens when a colored man move into @Rotten_Soil&#160;'s neighborhood. He ain't been sick fo 10 days"
T0341,6342,3,1,0,2,2,@imgooby you're not funny trash
T0342,6361,3,0,3,0,1,@italian_montana OUUUUUFFFFF you will see pussy
T0343,6369,3,0,3,0,1,@ittybittyber playas fuck up too lmao but that's like on trash FORREAL you a crazy one I see &#128064;&#128064;&#128565;
T0344,6378,3,0,3,0,1,@j_schlauds do it you pussy
T0345,6400,3,0,3,0,1,@jaspen7 I'm dumb then a hoe haha I already lost that thing ya gave me today &#128557;
T0346,6405,3,1,2,0,1,"@jayboogie_16 yeah, SOME NIGGAS are straight bitches."
T0347,6407,3,2,1,0,0,@jayswaggkillah Is a fag
T0348,6423,3,0,3,0,1,@jennahnorberg I'm always a call away if ya need me nigs
T0349,6432,3,0,3,0,1,@jerseyzbest74 Aye hoe
T0350,6469,3,0,0,3,2,@joshbuddy blue cheese crackers intrigues and repulses me at the same time.
T0351,6477,3,0,3,0,1,@jshcalderon lmfaoooo I'm tryna see how many hoes I can lure in
T0352,6485,3,3,0,0,0,@jumpmastere8 @dmcgowen1776 @visitorvisiting its retarded
T0353,6488,3,2,0,1,0,@just_joshin7 fag.
T0354,6494,3,0,3,0,1,@justezzzee bitch you look like one of the characters off of Sesame Street which yo ugly ass.
T0355,6519,3,0,3,0,1,@karazopfi Then send them bitches through express mail overnight delivery
T0356,6530,3,2,1,0,0,"@karmendanielle_ u gotta slow down these coon hrs all they know is love n hip hop, lebron, &amp; fake love quotes"
T0357,6534,3,0,2,1,1,@kater_tater_ shine bright like a bad bitch
T0358,6547,3,0,3,0,1,@kayliefarmer Its funny and it has that blond bitch on it
T0359,6571,3,0,0,3,2,@kenzieblake2015 its pretty easy actually. I'm just the cashier. Right now I'm eating those animal crackers lolol :)
T0360,6588,3,0,3,0,1,@kieffer_jason @NathannDevlin @zach_smith98 bitch that's next year come on the weekend
T0361,6608,3,0,3,0,1,@kieffer_jason am going to hurt more then your bitch ass feelings
T0362,6621,3,0,3,0,1,@kieffer_jason bitch let's fight today where you at or are you going to bitch up again. I think your going to bitch up again
T0363,6641,3,1,2,0,1,"@kieffer_jason keep talking I'm going to make when u can't talk, u going to be talking like a retard"
T0364,6655,3,0,3,0,1,@kieffer_jason restricton g means your license been revoked stop making excuses you a straight up bitch
T0365,6658,3,1,2,0,1,@kieffer_jason u can have a tool bet u want shoot it tho pussy ass nigga but u can't through dem hands tho
T0366,6693,3,1,2,0,1,@kirbys08 @_James_Kirby_ fuck you bitch.
T0367,6721,3,0,3,0,1,@la_di_daDEE try me pussy
T0368,6730,3,0,3,0,1,@lanaaabanana lady Bligh is my bitch!! I got 10 natty daddy's in my fridge #turnup
T0369,6732,3,0,3,0,1,@lancejw113 so many hoes &#128514;&#128514;
T0370,6739,3,0,0,3,2,@lcl03 you've been talking trash since we were 3 and 5.
T0371,6751,3,1,2,0,1,"@lexhound @discordianslip @87pest Nah, they would probably call you out for being the obsessed faggot you are also. Nice try though."
T0372,6770,3,0,0,3,2,"@littlelouie33 eh, take off hoser."
T0373,6775,6,0,0,6,2,"@lloyd7121 @jjauthor @petermickley 
Approximately 1/2 in one crash. There wasn't supposed to be that many members of a seal team on one bird"
T0374,6780,3,0,3,0,1,@longbongchris same here nigga the minute it dropped I got it. Fuck with our team bitch
T0375,6821,3,0,3,0,1,@marissaaxoo @kakestevens @mandaclementine someone needs to give these bitches a gatoraide or ten
T0376,6824,3,0,3,0,1,"@markoketchuck the black girl is lighter than every other bitch on here! y'all needa stop playin, fuckin up darkskin girls' body image"
T0377,6833,3,0,2,1,1,@maycie32 do you mean you were too distracted by being a bitch ? :))
T0378,6838,3,0,3,0,1,@mcclearyb0y other than those the university and the white black and red ones .. The rest trash anyway. They just making shit up now
T0379,6907,3,0,0,3,2,@monicawarren16 #pumprules is on bravo...quality trash
T0380,6910,3,0,3,0,1,"@moose_05 ya know gamoot, i considered it, but then I was like wait. I'm no little baby back bitch"
T0381,6919,3,0,3,0,1,@mrfoolycooly im still where that giant muk shit eats that candy with ceasar clown
T0382,6945,3,1,2,0,1,@negrorayrice @FuckTheMallcops I'll continue dis later. I'll be back bitch.
T0383,6946,3,0,3,0,1,"@neiltyson Neil, have you heard that scientists have discovered that, in fact, bitches do be trippin?"
T0384,6958,3,0,3,0,1,@niggie95 aka the lonely bitches
T0385,6997,3,0,1,2,2,@osnapitzthorne @AcaciaBrinley trash?
T0386,7028,3,0,2,1,1,@piersmorgan his hillbilly ass would shoot ya piers put ya right next to the buck hangin on his redneck ass wall
T0387,7035,3,1,2,0,1,"@ploppy74 
And you a funny ofay! My mammy woulda been happy I made friends wit da folk dat brought us to da new world in chains"
T0388,7037,3,0,3,0,1,@poak_ he was no more a cunt with a shitty attitude than Apex or Pamaj or Banks.
T0389,7046,3,0,3,0,1,"@popularcritic1 @discordianslip @fredrogers75 And you thought a camera would steal your soul. Shut the fuck up, you stupid twat."
T0390,7050,3,0,3,0,1,@potpwincess bitch was at a gas station puffin. I swear that's so trashy... Her nigga should put her in check..
T0391,7067,3,0,0,3,2,"@pubsubs @Adessences @tzanchan86 btw, genocide isn't war. The people of Gaza are no more combatants than the people of the Warsaw ghetto."
T0392,7070,3,1,2,0,1,@pussyjuices drink pussy juice nigga
T0393,7072,3,0,3,0,1,@quezada_carlos7. Right these hoes on my dick about u dats how
T0394,7089,3,0,3,0,1,@ravingrave @TheKevShow504 @eeegggiiiaaaP that's Kevin with the hoes &#128514;&#128514;
T0395,7113,3,0,3,0,1,@reptar_ray nigglet send me the pictures
T0396,7120,3,0,3,0,1,@richiechristie1 I should've &#128553; that bitches wallet was tigher than her pu$$y
T0397,7144,3,0,3,0,1,@ryancommakerry I'll actually kill that bitch
T0398,7147,3,0,1,2,2,"@ryanhoover like we all never gave the camera ""the bird""."
T0399,7164,3,2,0,1,0,@saraelizabethj4 that's what happens when you date a colored
T0400,7184,3,0,3,0,1,@sbsylvester @kieffer_jason nigga stfu u not funny we all laughing at yo retarded ass just stfu
T0401,7210,3,1,2,0,1,@sguzinski well I don't use it anymore and I'd like a dslr I'm just a broke bitch so yeah
T0402,7219,3,2,1,0,0,@shefeelsD_Payne hell naw he ain't he the star of that team lol but I'm sure that white honkey called him a nigga
T0403,7251,3,0,2,1,1,@slings_x_arrows you sub tweeting me nig?
T0404,7254,3,0,3,0,1,@sluttyboy_kush I guess you used to getting bitch cause idk anybody that Juss let ppl disrespect them n just sit there. Thts how all this
T0405,7264,6,1,5,0,1,@sorryimalex wake up you little bitch and follow me
T0406,7270,3,0,0,3,2,"@spence1reed_ bro , i heard slaughter songs .. they all trash .. they just freestylers"
T0407,7282,3,0,3,0,1,"@steeloh_supreme yeah I'm down I'm starting to promote for belasco Thursday , so u better go bitch"
T0408,7286,3,0,3,0,1,"@stevedischiavi Thanks 'Walking Dead' Bro Steve For Mend..USMC ""Come on you son-n-bitches you want to live forever""! DoG"
T0409,7315,3,0,3,0,1,@tacalifornia slid bitch
T0410,7324,3,0,3,0,1,@taylanicolexo you're just a pussy.
T0411,7328,6,0,1,5,2,@tayscalf must have run out of brownies
T0412,7339,3,0,3,0,1,@ten_ah_kei superman dat hoe no watch me uuuuuuuuuu&#128514;
T0413,7355,3,0,3,0,1,@thejokerxo yes!!! I love the hair on her pussy...lol
T0414,7364,3,0,0,3,2,@thereal_EMandM I'm off whenever I feel like it. I'm off til Monday. And you put in your two weeks flip them the bird mannn
T0415,7368,3,0,1,2,2,@therealjuicyj @ProjectPatHcp yea ho
T0416,7385,3,0,3,0,1,"@tkdfighter 
He gotta be colored"
T0417,7389,3,0,3,0,1,@tommymanson pussy
T0418,7399,3,0,0,3,2,@treagle05 early bird gets the worm tomcat
T0419,7444,3,0,1,2,2,@urbasicyabish nigor??
T0420,7463,3,0,3,0,1,@vhr6190 @NudesForJordy playoffs bitch
T0421,7465,3,0,3,0,1,@vinnyywright I don't care what they is they can catch them hoes
T0422,7482,3,0,2,1,1,@wednesdaydreams I wanted to see that but I like trash sometimes lol
T0423,7485,3,0,3,0,1,@wellheeledking old raglyscrag. me and that bitch been places.
T0424,7491,3,1,2,0,1,@whiteangelss84 @fields_devante mmm where the fuck is that at honkey? U need to wake up and realize its 2013 and get off of the skin
T0425,7507,3,1,2,0,1,@wodaeeex3 @myOWNfriend_x3 Shantrell bitch we ainn talkn to you C yo ugly way out
T0426,7545,3,3,0,0,0,@xZimpx @Prophzilla This is Twitter. Not only are you a fag but you're also retarded.
T0427,7562,3,2,0,1,0,"@yawlknow @HoskinsTy96 ""all of these rednecks and none of them can keep the fire lit"" &#128514;&#128514;"
T0428,7570,3,0,3,0,1,@yoPapi_chulo @0beytheLAU @Huntermoore that bitch needs a tittielift
T0429,7581,3,0,3,0,1,@youknowmaxwell these hoes don't want no help but they want all the help
T0430,7595,3,0,3,0,1,"@zach_smith98 @NathannDevlin bitch I didn't even know you, I was only fucking with real niggas and damn sure wasn't one of them"
T0431,7598,3,0,3,0,1,@zach_smith98 @kieffer_jason bitch stfu and get off my page
T0432,7606,3,0,2,1,1,@zlarge20 bro once I'm there next year I'll make you look like straight trash so enjoy it the little time you have left
T0433,7612,3,0,3,0,1,A .4? Jesus take me now RT @_RichHomieJuan_: @ayylmaoanod bitch you go for a .4 and mc Donald's. Fuck out the spot
T0434,7638,3,0,1,2,2,A ghetto girl's best bet is to find work at a call center and try to climb that corporate latter.
T0435,7645,6,0,6,0,1,"A hoe gon be a hoe, that ain't a hunnid."
T0436,7659,3,0,3,0,1,A lotta niccas all talk I jus let em do it
T0437,7660,3,0,3,0,1,A lotta u niccas ain't who u say u is!
T0438,7675,3,1,2,0,1,A nigga will say the worst about a bitch and she'll still feel validated as long as he would fuck her.
T0439,7695,3,1,2,0,1,ATTENTION! Leggings ain't for everybody. Especially you hippo looking hoes!
T0440,7705,3,2,1,0,0,"Accept your flaws and imperfections because that's what makes you, YOU! See I'm a fuck, small dick faggot with parents who don't love me."
T0441,7725,3,0,3,0,1,After you get good pussy you be feelin like you just found the last dragon ball..
T0442,7735,3,0,3,0,1,"Ain't like them guys who wine and dine to keep they women.. My bitches only want two things, that's to get high and kick it"
T0443,7744,3,0,3,0,1,Ain't nothing funnier then watching a woman try to hide her inner hoe &#128514;&#128514;&#128514; know she like to get hit from the back and have a finger...nvm
T0444,7748,3,2,1,0,0,Ain't nuttin but a white trash party.
T0445,7753,3,0,3,0,1,Ain't this a bitch---&gt; Clock mistake in Alabama-Arkansas - via @ESPN Champ Drive http://t.co/Go1XTsuv6O
T0446,7755,3,0,3,0,1,Aint This A Bitch... I just saw my bitch kiss a bitch . You lucky I dont kill yo ass but you can still get pistol whipped - wayne
T0447,7758,3,0,3,0,1,"Aint no hoe worth loosing your wife, aint no beef worth loosing your life!"
T0448,7764,3,0,0,3,2,"Alarm set, early bird n all that. Night all xx"
T0449,7800,3,0,3,0,1,All deses bitches turnt up I'm fenna turn em down
T0450,7809,3,0,3,0,1,All my hoes they so rude
T0451,7821,3,0,3,0,1,All people do in my house is bitch
T0452,7827,3,0,2,1,1,All the bitches happy maybe one of his female friends can find him a bitvj
T0453,7839,3,0,3,0,1,All the time lol RT @KoolAssK: Lol ima hoe sometimes
T0454,7852,3,0,3,0,1,All these break ups gon be a crazy hoe free agency this summer #DOYOURGOOGLES
T0455,7856,3,0,3,0,1,"All these hoes fucking, but they don't want to seem like a hoe so you gotta hit em on the low."
T0456,7862,3,0,3,0,1,All these ratchet hoes be on tha same stuff !
T0457,7880,3,0,3,0,1,"All you pussies is losers, all my niggas is winnin"
T0458,7891,3,2,1,0,0,"Almost got to see a white boy get beat around today, but he ran like a bitch."
T0459,7905,3,0,0,3,2,"Also, it&#8217;s a hiccup to Jihadi propaganda: they portray themselves as the only ones willing to die for their cause."
T0460,7920,3,0,0,3,2,Amazing. You know what they say about birds of a feather http://t.co/mefmPB3aW5
T0461,7927,3,0,1,2,2,Amo hangs http://t.co/h8UQDrjeCb
T0462,7949,3,0,3,0,1,And get my self a bad bitch thats loyal and one hunnid
T0463,7983,3,1,2,0,1,"And you adopted bitch? I don't give a fuck what kind of ""Mental illness"" they claimin imma kill ya"
T0464,7989,3,2,1,0,0,Ankles &#128128;&#128514;&#8220;@Saina_faal: &#8220;@martian_Mulah: Hood bitches with long weave is the worst thing ever&#8221; weave that be touching their ashy ankles &#128567;&#8221;
T0465,8039,3,0,3,0,1,As a man ... I feel like you a bitch if you living off a female . Havin her buy all yo shit fucc that never be dependent on someone
T0466,8050,3,0,3,0,1,Asha my bitch doe &#128553;&#128076;
T0467,8055,3,0,3,0,1,Ask your bitch about me she turns into dori. &#128032;
T0468,8060,3,0,3,0,1,At least ima a faithful bitch &#128524;
T0469,8087,3,0,1,2,2,Aye a nicca is tired tho!
T0470,8088,3,0,3,0,1,Aye it's a lot of niggas out here that can't fuck a bad bitch unless they get her drunk smh #Preach
T0471,8143,3,0,3,0,1,Bad bitches is the only thing that I like!!!!!! #BBLU this Saturday #BBLU #SuedeLounge #RICHGIRLS
T0472,8148,3,0,3,0,1,Bad blood in the camp &amp; if it's bout a bitch just know I don't respect it homie
T0473,8180,3,0,3,0,1,Be a dog to these bitches bt be a KING TO YA QUEEN '
T0474,8186,3,0,0,3,2,Beans that were yellow before Friday night are brown now-a few green leaves curled-frost but not freeze-bean size reduced - top end shrinks
T0475,8189,3,0,3,0,1,Beat the pussy in so well her shit still hurting from a week ago
T0476,8194,3,1,2,0,1,Because a nigguh but don't mean you're pussy is bomb
T0477,8195,3,0,3,0,1,"Because at your local insurance agency, the customer is ALWAYS our bitch. #itakeshitfromnoone &#128079;"
T0478,8217,3,0,3,0,1,Being single and not texting no bitches late night almost wacker than coming home after the club drunk and fuckin your girlfriend
T0479,8219,3,0,3,0,1,Believe in the heart of the cards bitch.
T0480,8239,3,0,1,2,2,Big Red and fat squaw ...lol my hubby is so funny!! #insidejoke
T0481,8249,3,0,0,3,2,Big night of &#127936; #hoosiers #iubb #big10 and #pacers #nba #indiana #hoosierstate #paulgeorge #codyzeller http://t.co/UFmje1gk
T0482,8252,3,0,3,0,1,Biggest booth I ever seen lastnight bitch had a leopard print jumper on look like an over weight leopard
T0483,8265,3,1,2,0,1,Bitch and who the fuck r u am speak when the fuck I feel like it and stop a pussy ass Nigga and box the fuck up
T0484,8297,6,1,5,0,1,Bitches be sounding damnear retarded on tbh videos &#128514;&#128514;&#128514; nbs
T0485,8316,3,0,3,0,1,"Bitches swear up and down they pussy the best, but ain't."
T0486,8327,3,0,3,0,1,Blac Chyna's ass should've threw him off first of all. It's wop sided and those cheek piercing trashy as hell.
T0487,8352,3,0,3,0,1,"Bomb your house,
Then fuck your bitch.
All hail Al Qaeda"
T0488,8355,3,0,3,0,1,Boosie ran this hoe
T0489,8357,3,0,3,0,1,Bored then a hoe in the auditorium &#128557;&#128299; hmu! http://t.co/V8tgqHEAg8
T0490,8378,3,0,3,0,1,Bout to unfollow all the bitches I follow currently and follow all new bitches. I need change in my life and I feel like that's a good start
T0491,8408,3,0,0,3,2,Brilliant job by @NelsonCanache to limp it back to the pits without causing a yellow. Wish he didn't need to though. #PLM
T0492,8418,3,1,2,0,1,Broke bitches make me sick
T0493,8431,3,0,3,0,1,Bruh I'm ready to get this four wheeler that bitch is fast asf
T0494,8436,3,0,3,0,1,Bruh went so hard on that bitch he deserves pimp of the year
T0495,8470,3,0,2,1,1,But Carl is a bitch &#128526;
T0496,8492,3,0,3,0,1,But this emotional shit is absolutely for the birds.....
